label,x,y,area,mean_probability,max_probability
921,4687.542635658915,776.984496124031,129,0.97150373,0.9982292
922,3476.824074074074,781.675925925926,324,0.96677333,0.9999857
923,4533.7379912663755,781.6331877729258,229,0.98886204,0.99988574
924,1430.809667673716,785.1178247734139,331,0.9865227,0.9999738
925,1589.1553398058252,782.9223300970874,206,0.9623794,0.99778223
926,5359.163265306122,782.765306122449,196,0.96767145,0.99585235
927,5197.467532467533,783.4350649350649,154,0.9718195,0.9983069
928,4625.272727272727,784.6818181818181,88,0.9066048,0.98396575
929,3591.8125,789.0491071428571,224,0.9821059,0.99995154
930,4217.651741293533,789.3681592039801,201,0.99012065,0.9999131
931,2438.3,783.2,10,0.8095487,0.87700903
932,3436.4580152671756,790.4045801526718,262,0.98886853,0.9999674
933,3195.928909952607,790.4834123222748,211,0.97530305,0.99842525
934,4368.258278145695,791.4503311258278,151,0.9556024,0.9969479
935,1144.6730038022813,795.7376425855514,263,0.9906094,0.99995124
936,2707.1875,789.875,64,0.8641068,0.96457887
937,1487.1764705882354,796.6386554621848,238,0.9836343,0.9995083
938,2934.1,797.2615384615384,260,0.9872026,0.99997663
939,4502.076923076923,798.1046153846154,325,0.98678064,0.99961096
940,2547.402777777778,796.7638888888889,216,0.98810565,0.99995506
941,4082.972972972973,797.0918918918919,185,0.98245555,0.99966013
942,3034.8808664259927,799.8086642599278,277,0.98342377,0.9999851
943,728.8888888888889,793.5555555555555,9,0.7870577,0.8456055
944,5046.40606060606,800.2121212121212,165,0.9677662,0.99802107
945,4582.6875,799.575,80,0.8816372,0.97911775
946,4812.319852941177,804.7610294117648,272,0.98844504,0.9999181
947,2673.568306010929,804.4972677595629,183,0.97193867,0.99820614
948,2178.3960113960115,809.1111111111111,351,0.990223,0.99999547
949,2522.9484978540772,806.9484978540772,233,0.9830479,0.9995172
950,2598.4930875576038,810.3433179723502,434,0.9760567,0.99945873
951,3022.3333333333335,804.3333333333334,51,0.88182926,0.9767972
952,3981.464285714286,806.9642857142857,140,0.9545118,0.99683225
953,1083.3372093023256,809.6744186046511,172,0.9606,0.9957801
954,4704.542372881356,807.4152542372881,118,0.9681922,0.99760723
955,4279.328947368421,812.203947368421,304,0.9850675,0.9999455
956,4125.99645390071,814.2730496453901,282,0.9847696,0.99990344
957,5145.835135135135,813.7459459459459,370,0.9867734,0.99997276
958,4621.081699346405,815.3398692810457,306,0.98480415,0.9999378
959,3750.480662983425,814.9613259668508,181,0.96327186,0.99703646
960,3861.384105960265,814.9602649006622,151,0.9547006,0.9921727
961,3522.6129032258063,812.8064516129032,31,0.83706176,0.9374197
962,4160.192488262911,818.924882629108,213,0.9803813,0.99957436
963,3626.07960199005,818.5671641791045,201,0.9715957,0.99774134
964,2963.5,815.5,4,0.7776315,0.8253181
965,5069.894117647059,823.0529411764705,170,0.97574496,0.9991763
966,4015.7872340425533,822.3723404255319,94,0.9037384,0.9869696
967,4935.991044776119,826.9492537313433,335,0.9868631,0.9999667
968,2366.5205479452056,829.3671232876712,365,0.9841468,0.9999392
969,4810.25,822.175,40,0.8199285,0.93808293
970,1900.7142857142858,830.0466472303207,343,0.9871497,0.99998915
971,5096.670391061452,828.6983240223464,179,0.9777414,0.99849784
972,3685.1917098445597,829.0725388601036,193,0.9855962,0.9998311
973,2982.147619047619,831.6095238095238,210,0.9820878,0.9997161
974,4703.439393939394,829.0075757575758,132,0.96586615,0.99842465
975,3403.2678571428573,834.6642857142857,280,0.98144954,0.99990785
976,3265.068376068376,834.8717948717949,117,0.9607715,0.9985037
977,1280.875,833.125,8,0.7961614,0.88480437
978,2084.2948207171316,839.6215139442231,251,0.9865461,0.99968135
979,2646.357894736842,835.0526315789474,95,0.9546774,0.98823625
980,3037.8203125,837.0859375,128,0.9597269,0.99372923
981,3353.4010695187167,837.2299465240642,187,0.9796045,0.9994795
982,3951.27731092437,835.6722689075631,119,0.9771067,0.99845827
983,4443.763888888889,840.0243055555555,288,0.9862588,0.99991894
984,4512.689655172414,835.3103448275862,87,0.94845283,0.9939266
985,4819.720930232558,834.2790697674419,43,0.92073953,0.9845104
986,3288.312796208531,840.5023696682465,211,0.98377967,0.999856
